02.07.2015                     Dynamic List Display                            1


	KTOPL	KSTAR	KTEXT	LTEXT
	CACH	65800	Konzeptberatung	Konzeptberatung
	CACH	65810	Indiv.-Entw./Anpass.	Individual-Entwicklung, indi. Anpassung
	CACH	65820	Einführungsaufw.	Einführungsaufwand
	CACH	66000	Werbeinserate	Werbeinserate
	CACH	66100	Werbedrucks./-mat.	Werbedrucksachen, Werbematerial
	CACH	66110	Reklameart./Muster	Reklameartikel, Muster
	CACH	66210	Fachmessen/Ausstell.	Fachmessen, Ausstellungen
	CACH	66400	Reisek. (Pauschal)	Reisekosten (Pauschal)
	CACH	66401	Reisek. (Beleg)	Reisekosten (Beleg)
	CACH	66410	Kundenbetreuung	Kundenbetreuung
	CACH	66420	Kundengeschenke	Kundengeschenke
	CACH	66600	Werbebeiträge	Werbebeiträge
	CACH	66610	Sponsoring	Sponsoring
	CACH	66700	Kundenanlässe	Kundenanlässe
	CACH	66710	Medienkontakte	Medienkontakte
	CACH	66720	Firmenjubiläen	Firmenjubiläen
	CACH	66800	Werbeberatung	Werbeberatung
	CACH	66810	Marktforschung	Marktforschung
	CACH	67000	Wirtschaftsauskünfte	Wirtschaftsauskünfte
	CACH	67010	Betreibungen	Betreibungen
	CACH	67100	Betr.sicherheit	Betriebssicherheit
	CACH	67110	Bewachung	Bewachung
	CACH	67200	Forsch.projekte	Forschungsprojekte
	CACH	98100	Kalk. Abschr. FI-AA	Kalkulatorische Abschreibungen (Ermittlu
	CACH	98110	Kalk. Zinsen	Kalkulatorische Zinsen
	CACH	98190	Andere kalk. Kost.	Andere kalkulatorische Kosten
	CACH	98400	Int. Abr. Material	Interne Abrechnung Materialkosten
	CACH	98401	Int. Abr. Personal	Interne Abrechnung Pesonalkosten
	CACH	98402	Int. Abr. Sonstige	Interne Abrechnung sonstige Kosten
	CACH	98403	Int. Abr. Ergebnis	Interne Abrechnung Ergebnisobjekt
	CACH	98500	Auftr.-/Proj.-Abgr.	Auftrags-/Projektabgrenzung
	CACH	98501	WIP: Erlöse	WIP/Erg.: Erlöse
	CACH	98502	WIP: Kosten	WIP/Ergebnisermittl.: Kosten
	CACH	98504	WIP: Bestand prim.	WIP/Ergebnisermittl.: Bestand primär
	CACH	98505	WIP: Rückst. prim.	WIP/Ergebnisermittl.: Rückst. prim.
	CACH	98506	WIP: Bestand sek.	WIP/Ergebnisermittl.: Bestand sekundär
	CACH	98507	WIP: Rückst. sek.	WIP/Ergebnisermittl.: Rückst. sekundär
	CACH	98550	AE Umsatzerlöse	PS: Auftragseingang Umsatzerlöse
	CACH	98560	AE Erträge	PS: Auftragseingang Sonst. Erträge
	CACH	98570	AE Kosten	PS: Auftragseingang Kosten
	CACH	98580	Fortschrittswerterm.	PS: Fortschrittswertermittlung
	CACH	98600	GK-Zuschlag Material	Gemeinkostenzuschlag Material
	CACH	98601	GK-Zuschlag Fertig.	Gemeinkostenzuschlag Fertigung
	CACH	98602	GK-Zuschlag Verwalt.	Gemeinkostenzuschlag Verwaltung
	CACH	98603	GK-Zuschlag Vertrieb	Gemeinkostenzuschlag Vertrieb
	CACH	98700	Umlage Kostenobjekt	Umlage an Kostenobjekt
	CACH	98701	Umlage Ergebnisobj.	Umlage an Ergebnisobjekt
	CACH	98800	ILV	Interne Leistungsverrechnung
	CACO	51050300	Lohn	Lohn
	CACO	51050600	Gehalt	Gehalt
	CACO	51051200	Tagweise Entlohnung	Tagweise Entlohnung
	CACO	51051500	Zuschläge/Überstd.	Zuschläge/Überstd.
	CACO	51051800	Provisionen	Provisionen
	CACO	51052100	Wegegeld	Wegegeld
	CACO	51052400	Krankheitsentgeld	Krankheitsentgeld
	CACO	51052700	Transporthilfen	Transporthilfen
	CACO	51053000	Arbeitslosenunterst.	Arbeitslosenunterst.
	CACO	51053300	% Arbeitslosenunt.	% Arbeitslosenunt.
	CACO	51053600	Serviceprämie	Serviceprämie
	CACO	51053900	Urlaubsgeld	Urlaubsgeld
	CACO	51054200	Prämien > gesetzl.	Prämien gesetzliche Normen übersteigend
	CACO	51054500	Hilfen	Hilfen
	CACO	51054800	Boni	Boni
	CACO	51055100	Schenk./Naturalvers.	Schenkungen/Naturalversorgung Arbeitnehm
	CACO	51055400	Versicherungen	Versicherungen
	CACO	51055700	Anteile Pensionen	Anteile Pensionen
	CACO	51055800	Abschr.Zeitwert Pens	Abschr.Zeitwert Pensionen
	CACO	51055900	Renten/Pensionen	Renten/Pensionen
	CACO	51056000	Abfindungen/Entschäd	Abfindungen/Entschädigungen
	CACO	51056100	Abschr.Pens.bonds	Abschr.Pens.bonds
	CACO	51056200	Abschr.Pens.titel	Abschr.Pens.titel
	CACO	51056300	Personalaus-/fortblg	Personalaus- und -fortbildung
	CACO	51056600	Sport-/Erholgs.aufw.	Sport-/Erholgs.aufw.
	CACO	51056800	ARP-Berufsrisikokost	ARP-Berufsrisikokosten
	CACO	51056900	EPS-Gesundheitsvors.	EPS-Gesundheitsvorsorge
	CACO	51057000	Pens./Arbeitsl.fonds	Pens./Arbeitsl.fonds
	CACO	51057200	Familienunterst.kass	Familienunterst.kasse
	CACO	51057500	Aportes ICBF	Aportes ICBF
	CACO	51057800	SENA	SENA
	CACO	51058100	Gewerkschaftsunterst	Gewerkschaftsunterstützung
	CACO	51058400	Gesundheit/Medizin	Gesundheits-/Medizinkosten
	CACO	51059500	Sonstige Kosten	Sonstige Kosten
	CACO	51100500	Honorar-Board	Honorar-Board
	CACO	51101000	Honorar-Steuerprüf.	Honorar-Steuerprüf.
	CACO	51101500	Honorar-ext.Audit	Honorar-ext.Audit
	CACO	51102000	Honorar-Bewertungen	Honorar-Bewertungen/Schätzungen
	CACO	51102500	Honorar-jurist.Berat	Honorar-juristische Beratung
	CACO	51103000	Honorar-Finanzberat.	Honorar-Finanzberat.
	CACO	51103500	Honorar-techn.Berat.	Honorar-techn.Berat.
	CACO	51109500	Sonstige Honorare	Sonstige Honorare
	CACO	51150500	Steuern-Ind.Handel	Steuern-Industrie-Handel (ICA)
	CACO	51151000	Stempelsteuer	Stempelsteuer
	CACO	51151500	Grundsteuer	Grundsteuer
	CACO	51152000	Rechte öffentl.Einr.	Rechte öffentl.Einr.
	CACO	51152500	Steuern Bewertung	Steuern Bewertung
	CACO	51153000	Tourismussteuern	Tourismussteuern
	CACO	51153500	Hafennutzgs.gebühr	Hafennutzgs.gebühr
	CACO	51154000	Autosteuern	Autosteuern
	CACO	51154500	Öffentl.Veranst.St.	Öffentl.Veranst.Steuern
	CACO	51155000	Steuern-Förderquoten	Steuern-Förderquoten
	CACO	51157000	UST(IVA) Vorsteuer	UST(IVA) Vorsteuer
	CACO	51159500	Andere Steuern	Andere Steuern
	CACO	51200500	Mieten Land	Mieten Land
	CACO	51201000	Bauten/Gebäude	Bauten/Gebäude
	CACO	51201500	Miete Masch./Equipm.	Miete Masch./Equipm.
	CACO	51202000	Miete Geschäftsausst	Miete Geschäftsausstattung
	CACO	51202500	Miete Comp./Kommun.	Miete Comp./Kommun.
	CACO	51203000	Miete med.-wiss.	Miete med.-wiss.
	CACO	51203500	Miete Hot./Rest.	Miete Hot./Rest.
	CACO	51204000	Miete Transportmitt.	Miete Transportmitt.
	CACO	51204500	Miete Wasserfahrzeug	Miete Wasserfahrzeuge
	CACO	51205000	Luftfahrzeuge	Luftfahrzeuge
	CACO	51205500	Schienenfahrzeuge	Schienenfahrzeuge
	CACO	51206000	Miete Kraftw.,Netze	Miete Kraftw.,Netze
	CACO	51206500	Miete Flughafen	Miete Flughafen
	CACO	51207000	Miete bewegl.Anlageg	Miete bewegl.Anlagegüter
	CACO	51209500	Sonstige Mieten	Sonstige Mieten
	CACO	51250500	Umlagen/Beiträge	Umlagen/Beiträge
	CACO	51251000	Unterstützungen	Unterstützungen
	CACO	51300500	Kraftfahrtversicherg	Kraftfahrtversicherg
	CACO	51301000	Erfüllungsvers.	Erfüllungsvers.
	CACO	51301500	Verlustversicherung	Verlustversicherung
	CACO	51302000	Gemeinwesenversich.	Gemeinwesenversich.
	CACO	51302500	Feuerversicherung	Feuerversicherung
	CACO	51303000	Erdbebenvers.	Erdbebenvers.
	CACO	51303500	Unterschlaggsvers.	Unterschlaggsvers.
	CACO	51304000	Versich.AV Transport	Versich.AV Transport
	CACO	51304500	Versich.AV Wasserfzg	Versich.AV Wasserfzg
	CACO	51305000	Versich.AV Luftfzg.	Versich.AV Luftfzg.
	CACO	51305500	Versich.AV Schienenf	Versich.AV Schienenfahrzeuge
	CACO	51306000	Vers.zivil./außervtg	Vers. ziviler/außervertraglicher Risiken
	CACO	51306500	Flugversicherung	Flugversicherung
	CACO	51307000	Maschinenverlustvers	Maschinenverlustversicherung
	CACO	51307500	Verkehrshaftpflicht	Verkehrshaftpflicht
	CACO	51308000	Arbeitsl.versicherg.	Arbeitsl.(Verlust-)versicherg.
	CACO	51308500	Handelstransportvers	Handelstransportvers.
	CACO	51309500	Sonstige Versicherg.	Sonstige Versicherg.
	CACO	51350500	Leistung. Wachdienst	Leistung. Wachdienst
	CACO	51351000	Leistung. temporäre	Leistung. temporäre
	CACO	51351500	Leistung.techn.Unt.	Leistung.techn.Unt.
	CACO	51352000	Leistungen Datenver.	Leistungen Datenverarbeitung
	CACO	51352500	Leistg.Wasser/Abwass	Leistg.Wasser/Abwasser
	CACO	51353000	Leist.Elektroenergie	Leist.Elektroenergie
	CACO	51353500	Leist.Telefon	Leist.Telefon
	CACO	51354000	Post,Telegramme Serv	Post,Telegramme Serv
	CACO	51354500	Fax, Telex serv.	Fax, Telex serv.
	CACO	51355000	Serv.Transp.,Lasten	Serv.Transp.,Lasten
	CACO	51355500	Gas Services	Gas Services
	CACO	51359500	Sonstige Leistg.	Sonstige Leistg.
	CACO	51400500	Notarkosten	Notarkosten
	CACO	51401000	Handelsregisterkst.	Handelsregisterkst.
	CACO	51401500	Vermittlg./Lizenzen	Vermittlg./Lizenzen
	CACO	51402000	Zölle	Zölle
	CACO	51402500	Konsularkosten	Konsularkosten
	CACO	51409500	Sonst.gesetzl.Kst.	Sonst.gesetzl.Kst.
	CACO	51450500	Reparatur: Land	Reparatur: Land
	CACO	51451000	Reparatur: Bauten	Reparatur: Bauten
	CACO	51451500	Reparatur: Masch/Equ	Reparatur: Masch/Equ
	CACO	51452000	Reparatur:Geschäfts.	Reparatur:Geschäftsausstattung
	CACO	51452500	Reparatur:Comp/Komm.	Reparatur:Comp./Kommunikationsanlagen
	CACO	51453000	Reparatur:med-wissAV	Reparatur:med-wissAV
	CACO	51453500	Reparatur:Hot./Rest.	Reparatur:Hot./Rest.
	CACO	51454000	Reparatur:AV-Transp.	Reparatur:AV-Transportmittel
	CACO	51454500	Reparatur: Wasserf.	Reparatur: Wasserfahrzeuge
	CACO	51455000	Reparatur: Fluggerät	Reparatur: Fluggerät
	CACO	51455500	Reparatur: Schienenf	Reparatur: Schienenfahrzeuge
	CACO	51456000	Reparatur: Kraftwerk	Reparatur: Kraftwerke, Netze
	CACO	51456500	Reparatur: Sicherhts	Reparatur: Sicherheitstechnik
	CACO	51457000	Reparatur: Komm.wege	Reparatur: Kommunikationswege
	CACO	51500500	Install.: elektr.	Elektroinstallationen
	CACO	51501000	Design	Design
	CACO	51501500	Einzelreparaturen	Einzelreparaturen
	CACO	51509500	Andere Install.kst.	Andere Install.kst.
	CACO	51550500	Übernachtung	Übernachtung
	CACO	51551000	Wasserfahrten	Wasserfahrten
	CACO	51551500	Luftfahrten	Luftfahrten, Flugscheine
	CACO	51552000	Landfahrten	Landfahrten
	CACO	51552500	Eisenbahnfahrten	Eisenbahnfahrten
	CACO	51559500	Fahrtkosten sonstige	Fahrtkosten sonstige
	CACO	51600500	Abschr.Bauten	Abschr.Bauten
	CACO	51601000	Abschr.Masch./Equ.	Abschr.Masch./Equ.
	CACO	51601500	Abschr.Geschäftsaus.	Abschr.Geschäftsaus.
	CACO	51602000	Abschr.Computer/Komm	Abschr.Computer/Kommunikationsanlagen
	CACO	51602500	Abschr.med.-wiss.Equ	Abschr.med.-wiss.Equipment
	CACO	51603000	Abschr.Hotel/Rest.	Abschr.Hotel/Rest.
	CACO	51603500	Abschr.Transportmitt	Abschr.Transportmittel
	CACO	51604000	Abschr.Wasserfahrz.	Abschr.Wasserfahrz.
	CACO	51604500	Abschr.Luftfahrz.	Abschr.Luftfahrz.
	CACO	51605000	Abschr.Schienenfahrz	Abschr.Schienenfahrzeuge
	CACO	51605500	Abschr.Wasserkraftw.	Abschr.Wasserkraftwerke
	CACO	51606000	Abschr.Sicherheits.	Abschr.Sicherheitseinrichtungen
	CACO	51650500	Abschr.Kommunik.wege	Abschr.Kommunik.wege
	CACO	51651000	Abschr.immatr.Aktiva	Abschr.immatr.Aktiva
	CACO	51651500	Abschr.rückgest.Last	Abschr.rückgest.Lasten/Rückstellungen
	CACO	51659500	Abschr.sonstige	Abschr.sonstige
	CACO	51950500	Vertreterprovisionen	Vertreterprovisionen
	CACO	51950501	Vertriebsprovision	Vertriebsprovision (Vermittlung)
	CACO	51951000	Literatur	Literatur
	CACO	51951500	Musik	Musik
	CACO	51952000	Marketing	Marketing
	CACO	51952500	Cafeteria/Imbiß	Cafeteria/Imbiß
	CACO	51953000	Schreibutensilien	Schreibutensilien, Fotokopien u.ä.
	CACO	51953500	Brenn-und Schmierst.	Brenn-und Schmierstoffe
	CACO	51954000	Verpackungen	Verpackungen, Behältnisse
	CACO	51954500	Taxis, Busse	Taxis, Busse
	CACO	51955000	Briefmarken	Briefmarken
	CACO	51955500	Mikroverfilmung	Mikroverfilmung
	CACO	51956000	Casino,Restaurant	Casino,Restaurant
	CACO	51956500	Parkplätze	Parkplätze
	CACO	51957000	Schadensersatz	Schadensersatz
	CACO	51957500	Pulver u.ä	Pulver u.ä
	CACO	51959500	Sonstige	Sonstige
	CACO	71010100	Rohstoffverbrauch	Rohstoffverbrauch
	CACO	73014820	kalkulat. Abschreib.	kalkulatorische Abschreibungen
	CACO	73014890	Sonstige kalk.Kosten	Sonstige kalkulatorische Kosten
	CACO	73016001	Interne Abr. Mat.ko.	Interne Abrechnung Materialkosten
	CACO	73016002	Interne Abr.Pers.ko.	Interne Abrechnung Pesonalkosten
	CACO	73016003	Interne Abr.sonstige	Interne Abrechnung sonstige Kosten
	CACO	73016004	Interne Abr. Ergebn.	Interne Abrechnung Ergebnisobjekt
	CACO	73016100	WIP/Ergebnisermittl.	WIP/Ergebnisermittlung
	CACO	73016101	Ergebniserm.: Erlöse	Ergebnisermittlung: Erlöse
	CACO	73016102	WIP/Erg.: Best.prim.	WIP/Ergebnisermittl.: Best.prim.Kosten
	CACO	73016103	WIP/Erg.: Rück.prim.	WIP/Ergebnisermittl.: Rückst.prim.Kosten
	CACO	73016104	WIP/Erg.: Kost.prim.	WIP/Ergebnisermittl.: Kost.d.Ums.primär
	CACO	73016112	WIP/Erg.: Best.seku.	WIP/Ergebnisermittl.: Best.seku.Kosten
	CACO	73016113	WIP/Erg.: Rück.seku.	WIP/Ergebnisermittl.: Rückst.seku.Kosten
	CACO	73016114	WIP/Erg.: Kost.prim.	WIP/Ergebnisermittl.: Kost.d.Ums.primär
	CACO	73016201	GK-Zuschlag Material	Gemeinkostenzuschlag Material
	CACO	73016202	GK-Zuschlag Fertig.	Gemeinkostenzuschlag Fertigung
	CACO	73016203	GK-Zuschlag Verwalt.	Gemeinkostenzuschlag Verwaltung
	CACO	73016204	GK-Zuschlag Vertrieb	Gemeinkostenzuschlag Vertrieb
	CACO	73016301	Umlage Kantine	Umlage Kantine
	CACO	73016302	Umlage Wasser	Umlage Wasser
	CACO	73016309	Umlage Kostl an Erg.	Umlage Kostenstelle an Ergebnisobjekt
	CACO	73016410	Int. LV Fertig.std.	Interne Leistungsverrg. Fertig.stunden
	CACO	73016415	Int. LV Rüsten	Interne Leistungsverrg. Rüsten
	CACO	73016450	Int. LV Kantine	Interne Leistungsverrg. Kantine
	CACO	73016455	Int. LV Wasser	Interne Leistungsverrg. Wasser
	CACO	73998900	Bestandsv.unfert.Erz	Bestandsveränderungen unfertige Erzeugn.
	CACO	73998901	Verschr.Eigen-Mater.	Bestandsveränderung Verschrottung Eigen.
	CACO	73998902	Verbrauch Quako Eig.	Bestandsveränd.Qualitätskontrolle Eig.
	CACO	73998920	Bestandsv.Fertigerz.	Bestandsveränderung Fertigerzeugnisse
	CACO	73998931	Best.verä.Verkauf EE	Bestandsv. Verkauf Eigenerz. mit Kostena
	CACO	73998932	Best.verän.Zugang EE	Bestandsveränderung Zugang Eigen-Erzeugn
	CACO	73998942	Best.verän.Zugang FE	Bestandsveränderung Zugang Fremderzeugni
	CACO	73998945	Bestandsv. Verk.FE	Bestandsv. Verkauf Fremderz. mit Kostena
	CACZ	21000	Gebäude,Hallen,Baute	Gebäude, Hallen und Bauten
	CACZ	31000	Grundstücke	Grundstücke
	CACZ	501100	Materialverb.Kl.3000	Materialverbrauch - Kl. 3000
	CACZ	501110	Materialverb.Kl.3001	Materialverbrauch - Kl. 3001
	CACZ	501120	Materialverb.Kl.3030	Materialverbrauch - Kl. 3030
	CACZ	501130	Materialverb.Kl.3040	Materialverbrauch - Kl. 3040
	CACZ	501150	Materialverb.Kl.3050	Materialverbrauch - Kl. 3050
	CACZ	501160	Materialverb.Kl.3100	Materialverbrauch - Kl. 3100
	CACZ	501180	Materialverb.Kl.7900	Materialverbrauch - Kl. 7900
	CACZ	501190	Materialverb.Kl.7920	Materialverbrauch - Kl. 7920
	CACZ	501200	Materialverb.-MM dif	Materialverbrauch - für Qualitätskontrol
	CACZ	501810	Kleine Preis Diff.MM	Kleindifferenzen Materialwirtschaft
	CACZ	501820	Kleine Preis Diff.MM	Kleindifferenzen Materialwirtschaft
	CACZ	501910	Materialverb.kl.Diff	Materialverbr.-MM-kleine Abweichungen
	CACZ	501920	Materialverb.Pr.Diff	Materialverbr.-MM-Preisabweichungen, Kl.
	CACZ	501930	Materialverb.Pr.Diff	Materialverbr.-MM-Preisabweichungen, Kl.
	CACZ	501940	Materialverb.aufw.	Materialverbr.-MM-Aufwand aus Umbewer.Kl
	CACZ	501950	Matverb.-Auf.a.Umb.	Materialverbr.-MM-Aufwand aus Umbewer.Kl
	CACZ	501970	Matverb.-Auf.a.Umb.	Ertrag aus Umbewertung
	CACZ	501980	Matverb.-Auf.a.Umb.	Umbewertung Differenzen
	CACZ	501990	Preis diff. (MM)	Preisdifferenzen
	CACZ	502000	Energieverbrauch	Energieverbrauch
	CACZ	503000	Verbr.s.nichlagerfäh	Verbrauch sonstiger nichtlagerfähiger Li
	CACZ	504000	Warenverkauf	Warenverkauf
	CACZ	504100	Warenverkauf - MM	Warenverkauf-Modul MM
	CACZ	504200	Verkaufte Vare-Diff.	Verkaufte Vare-Differenzen
	CACZ	511000	Repar.u.Instandhalt.	Reparaturen und Instandhaltung
	CACZ	512000	Reisekosten	Reisekosten
	CACZ	513000	Repräsentationskost.	Repräsentationskosten
	CACZ	518000	Sonst.Dienstleistung	Sonstige Dienstleistungen
	CACZ	518110	Telefonkosten	Telefonkosten
	CACZ	520000	Personalaufwand	Personalaufwand
	CACZ	521000	Löhne und Gehälter	Löhne und Gehälter
	CACZ	525000	Sonst.Sozialversich.	Sonstige Sozialversicherung
	CACZ	531000	Straßensteuer	Straßensteuer
	CACZ	532000	Immobiliensteuer	Immobiliensteuer
	CACZ	538000	Sonst.indir.Steuer.	Sonstige Steuern und Gebühren
	CACZ	541000	Restbuchw.verk.Verm.	Restbuchwert des verkauften mater. und i
	CACZ	542000	Materialverkauf	Materialverkauf
	CACZ	543000	Geschenke	Geschenke
	CACZ	544000	Vetragsstrafen	Vertragsstrafen und Verzugszinsen
	CACZ	545000	Sonst.Strafen u.Bußg	Sonstige Strafen u.Bußgelder
	CACZ	546000	Abschreibung a.Ford.	Abschreibung auf Forderungen
	CACZ	549000	Mangel und Schäden	Mangel und Schäden
	CACZ	551000	Abschr.a.Anlageverm	Abschreibungen auf mat. und immat. Anlag
	CACZ	552000	Bildung ges.Rückstel	Bildung gesetzlicher Rückstellungen
	CACZ	554000	Bildung sonst.Rückst	Bildung sonstiger Rückstellungen
	CACZ	561000	Verkauf von Wertpap.	Verkauf von Wertpapieren und Beteiligung
	CACZ	562000	Materialverb.Kl.3050	Zinsen
	CACZ	563000	Kursverluste	Kursverluste
	CACZ	564000	Sonst.Finanzaufwend.	Sonstige Finanzaufwendungen
	CACZ	566000	Aufwand aus Finanzv.	Aufwand aus Finanzvermögen
	CACZ	567000	Aufw.a. Oper.Derivat	Aufwand aus Operationen mit Derivaten
	CACZ	568000	Sonst.Finanzaufwend.	Sonstige Finanzaufwendungen
	CACZ	581000	Aufw.auf Bewert.Änd.	Aufwendungen auf Bewertungsänderungen
	CACZ	582100	Schäden-Verschrotung	Schäden-Verschrottung des Materials, Kl.
	CACZ	582110	Schäden-Verschrotung	Schäden-Verschrottung des Materials, Kl.
	CACZ	582120	Differenzen-Qualität	Differenzen-Qualität
	CACZ	582130	Differenzen-Qualität	Differenzen-Qualität
	CACZ	582200	Aufwands aus Inv-Dif	Aufwands aus Inventur-Differenzen
	CACZ	584000	Bildung v.Rückstell.	Bildung von Rückstellungen
	CACZ	601000	Umsatzerl.a.Fertig.I	Umsatzerlöse aus Fertigerzeugnissen
	CACZ	602000	Umsatzerl.a.Dienst.	Umsatzerlöse aus Dienstleistungen
	CACZ	604000	Umsatzerl.a.War.ver.	Umsatzerlöse aus Warenverkäufen
	CACZ	612000	Veränder. Halbfabrik	Bestandsveränderung Halbfabrikate
	CACZ	612100	Veränder. Halbfabrik	Veränderung des Bestands an Halbfabrikat
	CACZ	613000	Bestandsv.Fertigerz.	Bestandsveränderung Fertigerzeugnisse
	CACZ	622000	Aktiv.innenbetr.Dien	Aktivierung innerbetrieblicher Dienstlei
	CACZ	623000	Aktiv.immat.Anlagev.	Aktivierung immateriellen Anlagevermögen
	CACZ	624000	Aktiv.mat.Anlagever.	Aktivierung materiellen Anlagevermögens
	CACZ	664000	Ertr.Umbew.VermWP	Erträge aus Umbewertung aus Vermögenswer
	CACZ	665000	Ertr.aus Finanzanl.	Erträge aus Finanzanlagen
	CACZ	811000	DVL-vorbereitung	Direkt Verrechnung Leistungen-vorbereit.
	CACZ	813000	DVL-Einstelung	Direkt Verrechnung Leistungen-Einstelung
	CACZ	814000	DVL-Transport Intern	Direkt Verrechn.Leistungen-Transport Int
	CACZ	815000	DVL-Reparierung Std	Direkt Verr.Leistung.Reparierung Stunden
	CACZ	816000	DVL-Prüfung	Direkt Verrechnung Leistungen-Prüfung
	CACZ	817000	DVL-Energie	Direkt Verrechnung Leistungen-Energie
	CACZ	818000	DVL-Entwicklung IT	Direkt Verrechn.Leistungen-EntwicklungIT
	CACZ	819000	DVL-Produktion	Direkt Verrechn.Leistungen-Produktion
	CACZ	820000	DVL-Maschinen Kosten	Direkt Verrechn.Leistungen-Maschinen Kst
	CACZ	821000	DVL- Arbeitskosten	Direkt Verrechn.Leistungen-Arbeitskosten
	CACZ	823000	DVL - Einzündung	Direkt Verrechn.Leistungen-Einzündung
	CACZ	825000	DVL - Einstelung II	Direkt Verrechn.Leistungen-Einstelung II
	CACZ	826100	Berater - Junior	Berater - Junior
	CACZ	826200	Berater - Senior	Berater - Senior
	CACZ	826300	Manager	Manager
	CACZ	826400	Schulung	Schulung
	CACZ	830000	ND für verrechnung	ND für verrechnung
	CACZ	831000	Verrechnung Kantine	Verrechnung Kantine
	CACZ	831100	Verrechnung Transp.A	Verrechnung Transporten Administrative
	CACZ	831200	Verrechnung Personal	Verrechnung Personal Kosten
	CACZ	831300	Verrechnung Dienste	Verrechnung Firmen Dienste
	CACZ	831400	Verrechnung Kantine2	Verrechnung Kantine 2
	CACZ	831500	ASM Telefon	Verrechnung Telephon
	CACZ	832000	UDVL-Dienste	Undirekt Verrech.Leistungen-Dienste
	CACZ	833000	UDVL - Kantine	Undirekt Verrech.Leistungen-Kantine
	CACZ	834000	UNDVL-Telephon Gebüh	Undirekt Verrech.Leistungen-Telephon Geb
	CACZ	835000	UNDVL-Telephonen	Undirekt Verrech.Leistungen-Telephonen
	CACZ	836000	UDVL-Transport Admin	Undirekt Verrech.Leistungen-Transport ad
	CACZ	837000	UDVL-Personal Kosten	Undirekt Verrech.Leistungen-Personal Kos
	CACZ	840000	UDVL-ABC Gemeine	Undirekt Verrech.Leistungen-ABC Gemeine
	CACZ	841000	UDVL-Sonstige kosten	Undirekt Verrech.Leistungen-Sonstige
	CACZ	841100	UDVL-ABC Reparaturen	Undirekt Verrech.Leistung-ABC Reparature
	CACZ	841200	UDVL-ABC Maschinen	Undirekt Verrech.Leistung-ABC Maschinen
	CACZ	841300	UDVL- ABC Burn in	Undirekt Verrech.Leistungen-ABC Burn in
	CACZ	841400	UDVL-Stunden speci	Undirekt Verrech.Leistungen-ABC-Spec.std
	CACZ	841500	UDVL-ABC Material	Undirekt Verrech.Leistungen-ABC-Material
	CACZ	841600	UDVL-ABC Verkauf	Undirekt Verrech.Leistungen-ABC-Verkauf
	CACZ	848000	Verrechnung ABC	Verrechnung ABC
	CACZ	848100	Verrechn.ABC betrieb	Verrechn.ABC betriebliche
	CACZ	848200	Verrech.ABC Kompl.PC	Verrechnung ABC Komplete PC
	CACZ	848300	Verrech.ABC Komp.PC1	Verrechnung ABC Komplete KonfigurationPC
	CACZ	848400	Verrech.ABC Design	Verrechnung ABC Design
	CACZ	849000	Verrechn.ABC Gemeine	Verrechn.ABC Gemeine
	CACZ	849100	Verrechn.ABC Qualit.	Verrechn.ABC Qualität Sicherheit
	CACZ	849200	Verrechn.ABC fin/adm	Verrechn.ABC Finanz/Administration
	CACZ	849300	Verrechn.ABC Marketi	Verrechn.ABC Marketing
	CACZ	849400	Verrechn.ABC Verkauf	Verrechn.ABC Verkauf
	CACZ	849500	Verrechn.ABC Anforde	Verrechn.ABC Anforderung
	CACZ	849600	Verrechn.ABC Anbietu	Verrechn.ABC Anbietung
	CACZ	849700	Verrechn.ABC Produkt	Verrechn.ABC Produktion
	CACZ	849800	Verrechn.ABC Logisti	Verrechn.ABC Logistik
	CACZ	849900	Verrechn.ABC Pfleg.	Verrechn.ABC Pflegung
	CACZ	849910	Verrechn.ABC Entwick	Verrechn.ABC Entwicklung
	CACZ	850000	Verrechnung Kontrakt	Verrechnung Kontrakt
	CACZ	851000	Verrechnung Kontr-Ma	Verrechnung Kontrakt-Material
	CACZ	852000	VerrechnungAuftragAR	VerrechnungAuftrag Arbeit
	CACZ	852500	Verrechnung Verzinsu	Verrechnung Verzinsungen
	CACZ	853000	Verrechn.Auftrag Qua	VerrechnungAuftrag Qualität
	CACZ	855100	Verwaltungs Bonus DM	Verwaltungs Bonus Direkt Material
	CACZ	855110	Verwaltungs Bonus SM	Verwaltungs Bonus Sondern Material
	CACZ	855200	Verwaltungs PersKost	Verwaltungs Personal Kosten
	CACZ	855300	Verwaltungs Administ	Verwaltungs Administrative
	CACZ	855400	Verwaltungs Verkauf	Verwaltungs Verkauf
	CACZ	856000	Auftrags-/Projektabg	Auftrags-/Projektabgrenzung
	CACZ	871110	Aufwand Umsatz-direk	Aufwand für Usatz- direkt
	CACZ	871111	Unfertige Erzeug.Dir	Unfertige Erzeugnisse - direkt
	CACZ	871112	Bestand WIP EK	Bestand WIP EK
	CACZ	871115	Bewertete Erlöse	Bewertete Erlöse
	CACZ	871120	Aufwand Umsatz-verwa	Aufwand für Usatz- Verwaltungskosten
	CACZ	871121	Bildg. WIP  GK	Bildg. WIP  GK
	CACZ	871130	KdU Fertigungskosten	KdU Fertigungskosten
	CACZ	871131	Bildg.WIP FK	Bildg.WIP FK
	CACZ	871140	Kost. d. Ums. VV	Kost. d. Ums. VV
	CACZ	871141	Bildg.WIP VV	Bildg.WIP VV
